feature_map,ansatz,rep_fm,rep_var,learning_rate,loss_func,accuracy,precision,recall,f1,duration
ZFeatureMap,EfficientSU2,1,3,0.05,squared_error,0.9444444444444444,0.8757281553398059,0.7171717171717171,0.7708628005657708,13.64775562286377
ZFeatureMap,EfficientSU2,1,3,0.05,weightedcross_entropy,0.9259259259259259,0.7587044534412956,0.8585858585858586,0.7975632614807873,13.833588123321533
ZFeatureMap,EfficientSU2,1,3,0.1,weightedcross_entropy,0.9259259259259259,0.7587044534412956,0.8585858585858586,0.7975632614807873,13.960712909698486
ZFeatureMap,RealAmplitudes,1,3,0.05,cross_entropy,0.9166666666666666,0.7122641509433962,0.5505050505050505,0.5689578713968958,12.317431449890137
ZFeatureMap,EfficientSU2,1,2,0.1,cross_entropy,0.9166666666666666,0.4583333333333333,0.5,0.4782608695652174,12.891154050827026
ZFeatureMap,EfficientSU2,1,3,0.1,cross_entropy,0.9166666666666666,0.4583333333333333,0.5,0.4782608695652174,13.887646436691284
ZFeatureMap,EfficientSU2,2,2,0.05,cross_entropy,0.9166666666666666,0.4583333333333333,0.5,0.4782608695652174,14.160502433776855
ZFeatureMap,EfficientSU2,2,2,0.1,cross_entropy,0.9166666666666666,0.4583333333333333,0.5,0.4782608695652174,14.261112451553345
ZFeatureMap,EfficientSU2,2,3,0.1,cross_entropy,0.9166666666666666,0.4583333333333333,0.5,0.4782608695652174,15.268781185150146
ZFeatureMap,RealAmplitudes,1,3,0.1,cross_entropy,0.9166666666666666,0.4583333333333333,0.5,0.4782608695652174,12.281379222869873
ZFeatureMap,RealAmplitudes,2,2,0.05,cross_entropy,0.9166666666666666,0.4583333333333333,0.5,0.4782608695652174,13.2889404296875
ZFeatureMap,RealAmplitudes,2,2,0.1,cross_entropy,0.9166666666666666,0.4583333333333333,0.5,0.4782608695652174,13.122050523757935
ZFeatureMap,RealAmplitudes,2,3,0.05,cross_entropy,0.9166666666666666,0.4583333333333333,0.5,0.4782608695652174,13.818278789520264
ZFeatureMap,RealAmplitudes,2,3,0.1,cross_entropy,0.9166666666666666,0.4583333333333333,0.5,0.4782608695652174,13.709227800369263
ZFeatureMap,EfficientSU2,2,3,0.05,absolute_error,0.9166666666666666,0.4583333333333333,0.5,0.4782608695652174,14.800610303878784
ZFeatureMap,EfficientSU2,2,3,0.1,absolute_error,0.9166666666666666,0.4583333333333333,0.5,0.4782608695652174,15.029193639755249
ZFeatureMap,RealAmplitudes,2,2,0.1,absolute_error,0.9166666666666666,0.4583333333333333,0.5,0.4782608695652174,12.991711139678955
ZFeatureMap,RealAmplitudes,2,3,0.1,absolute_error,0.9166666666666666,0.4583333333333333,0.5,0.4782608695652174,13.497780799865723
ZFeatureMap,EfficientSU2,1,3,0.1,squared_error,0.9166666666666666,0.4583333333333333,0.5,0.4782608695652174,13.580028772354126
ZFeatureMap,RealAmplitudes,2,2,0.1,squared_error,0.9166666666666666,0.4583333333333333,0.5,0.4782608695652174,13.21349835395813
ZFeatureMap,RealAmplitudes,2,3,0.05,squared_error,0.9166666666666666,0.4583333333333333,0.5,0.4782608695652174,13.44032621383667
ZFeatureMap,RealAmplitudes,2,3,0.1,squared_error,0.9166666666666666,0.4583333333333333,0.5,0.4782608695652174,13.512547254562378
ZFeatureMap,EfficientSU2,1,3,0.1,absolute_error,0.9074074074074074,0.7066541705716963,0.7474747474747475,0.7244897959183674,13.613940000534058
ZFeatureMap,EfficientSU2,2,3,0.05,cross_entropy,0.9074074074074074,0.6285714285714286,0.5454545454545454,0.5588235294117647,15.30629277229309
ZFeatureMap,RealAmplitudes,2,2,0.05,squared_error,0.9074074074074074,0.6285714285714286,0.5454545454545454,0.5588235294117647,13.186809539794922
ZFeatureMap,RealAmplitudes,2,3,0.05,absolute_error,0.9074074074074074,0.45794392523364486,0.494949494949495,0.47572815533980584,13.457725763320923
ZFeatureMap,RealAmplitudes,1,3,0.05,squared_error,0.8981481481481481,0.6875,0.7424242424242424,0.7098901098901098,12.198553800582886
ZFeatureMap,RealAmplitudes,1,2,0.05,cross_entropy,0.8981481481481481,0.5865384615384616,0.5404040404040404,0.5498294808639637,11.873530626296997
ZFeatureMap,RealAmplitudes,2,2,0.05,absolute_error,0.8981481481481481,0.45754716981132076,0.4898989898989899,0.47317073170731705,13.018548965454102
ZFeatureMap,EfficientSU2,2,2,0.1,squared_error,0.8981481481481481,0.45754716981132076,0.4898989898989899,0.47317073170731705,14.186198234558105
ZFeatureMap,EfficientSU2,2,3,0.1,squared_error,0.8981481481481481,0.45754716981132076,0.4898989898989899,0.47317073170731705,15.079161882400513
ZFeatureMap,EfficientSU2,2,2,0.05,absolute_error,0.8888888888888888,0.45714285714285713,0.48484848484848486,0.47058823529411764,14.160357475280762
ZFeatureMap,EfficientSU2,1,2,0.05,weightedcross_entropy,0.8796296296296297,0.6572948328267477,0.7323232323232323,0.6837125478711421,13.07853102684021
ZFeatureMap,RealAmplitudes,1,3,0.1,absolute_error,0.8796296296296297,0.640625,0.6818181818181819,0.6571428571428571,12.233633995056152
ZFeatureMap,EfficientSU2,1,3,0.05,absolute_error,0.8796296296296297,0.5441176470588235,0.5303030303030303,0.5343283582089552,13.558593273162842
ZFeatureMap,EfficientSU2,1,2,0.1,weightedcross_entropy,0.8703703703703703,0.6729745712596097,0.8282828282828283,0.7127659574468085,12.967248439788818
ZFeatureMap,RealAmplitudes,1,2,0.05,absolute_error,0.8703703703703703,0.6275303643724697,0.6767676767676767,0.6457357075913777,11.818726778030396
