feature_map,ansatz,rep_fm,rep_var,learning_rate,loss_func,accuracy,precision,recall,f1,duration
PauliFeatureMap,RealAmplitudes,1,3,0.01,cross_entropy,0.49074074074074076,0.4596551724137931,0.3686868686868687,0.35873906941595596,49.4519419670105
ZZFeatureMap,RealAmplitudes,1,3,0.001,cross_entropy,0.4722222222222222,0.5031034482758621,0.5101010101010102,0.3833516978864069,49.365034341812134
PauliFeatureMap,RealAmplitudes,1,3,0.001,squared_error,0.4444444444444444,0.4828778969214805,0.4444444444444444,0.35612082670906203,49.75873804092407
ZFeatureMap,RealAmplitudes,2,2,0.01,cross_entropy,0.4444444444444444,0.4367066895368782,0.29292929292929293,0.3213238374528697,29.669574975967407
ZFeatureMap,RealAmplitudes,2,3,0.01,weightedcross_entropy,0.42592592592592593,0.44891640866873067,0.3333333333333333,0.3236363636363636,47.89555597305298
ZFeatureMap,RealAmplitudes,2,2,0.001,weightedcross_entropy,0.39814814814814814,0.4286206896551724,0.2676767676767677,0.2968045677652008,29.687397718429565
PauliFeatureMap,RealAmplitudes,1,3,0.001,cross_entropy,0.37037037037037035,0.453309481216458,0.35353535353535354,0.3011039208222307,49.55339217185974
PauliFeatureMap,RealAmplitudes,1,3,0.001,weightedcross_entropy,0.3425925925925926,0.4318181818181818,0.28787878787878785,0.27489361702127657,49.715439796447754
ZFeatureMap,EfficientSU2,2,3,0.001,squared_error,0.3055555555555556,0.5295497185741088,0.5707070707070707,0.28791208791208794,151.45459866523743
ZFeatureMap,EfficientSU2,2,2,0.01,weightedcross_entropy,0.2962962962962963,0.41948991244765893,0.26262626262626265,0.24558823529411763,89.18092036247253
ZFeatureMap,EfficientSU2,2,3,0.001,cross_entropy,0.28703703703703703,0.4018796992481203,0.20707070707070707,0.2316363300378823,152.34315752983093
ZFeatureMap,EfficientSU2,2,2,0.001,cross_entropy,0.25925925925925924,0.39256360078277885,0.1919191919191919,0.21368765926465236,88.56069087982178
